word,result
xi.'ʧu,
xi.ʧe,
xi.'ʧe,
xi.ʧo,
xi.'ʧo,
xi.ʝa,
xi.'ʝa,
xi.ʝi,
xi.'ʝi,
xi.ʝu,
xi.'ʝu,
xi.ʝe,
xi.'ʝe,
xi.ʝo,
xi.'ʝo,
xi.wa,
xi.'wa,
xi.wi,
xi.'wi,
xi.wu,
xi.'wu,
xi.we,
xi.'we,
xi.wo,
xi.'wo,
xi.la,
xi.'la,
xi.li,
xi.'li,
xi.lu,
xi.'lu,
xi.le,
xi.'le,
xi.lo,
xi.'lo,
xi.ɾa,1
xi.'ɾa,
xi.ɾi,
xi.'ɾi,
xi.ɾu,
xi.'ɾu,
xi.ɾe,1
xi.'ɾe,1
xi.ɾo,1
xi.'ɾo,1
xu.pa,
xu.'pa,
xu.pi,
xu.'pi,
xu.pu,
xu.'pu,
xu.pe,
xu.'pe,
xu.po,
xu.'po,
xu.ta,
xu.'ta,
xu.ti,
xu.'ti,
xu.tu,
xu.'tu,
xu.te,
xu.'te,
xu.to,
xu.'to,
xu.ka,1
xu.'ka,
xu.ki,
xu.'ki,
xu.ku,
xu.'ku,
xu.ke,
xu.'ke,
xu.ko,
xu.'ko,
xu.ba,
xu.'ba,
xu.bi,
xu.'bi,
xu.bu,
xu.'bu,
xu.be,
xu.'be,
xu.bo,
xu.'bo,
xu.da,
xu.'da,
xu.di,
xu.'di,
xu.du,
xu.'du,
xu.de,
xu.'de,
xu.do,
xu.'do,
xu.ga,
xu.'ga,
xu.gi,
xu.'gi,
xu.gu,
xu.'gu,
xu.ge,
xu.'ge,
xu.go,
xu.'go,
xu.fa,
xu.'fa,
xu.fi,
xu.'fi,
xu.fu,
xu.'fu,
xu.fe,
xu.'fe,
xu.fo,
xu.'fo,
xu.sa,
xu.'sa,
xu.si,
xu.'si,
xu.su,
xu.'su,
xu.se,
xu.'se,
xu.so,
xu.'so,
xu.xa,
xu.'xa,
xu.xi,
xu.'xi,
xu.xu,
xu.'xu,
xu.xe,
xu.'xe,
xu.xo,
xu.'xo,
xu.ma,
xu.'ma,
xu.mi,
xu.'mi,
xu.mu,
xu.'mu,
xu.me,
xu.'me,
xu.mo,
xu.'mo,
xu.na,
xu.'na,
xu.ni,
xu.'ni,
xu.nu,
xu.'nu,
xu.ne,
xu.'ne,
xu.no,
xu.'no,
xu.ɲa,
xu.'ɲa,
xu.ɲi,
xu.'ɲi,
xu.ɲu,
xu.'ɲu,
xu.ɲe,
xu.'ɲe,
xu.ɲo,
xu.'ɲo,
xu.ra,
xu.'ra,
xu.ri,
xu.'ri,
xu.ru,
xu.'ru,
xu.re,
xu.'re,
xu.ro,
xu.'ro,
xu.ʧa,
xu.'ʧa,
xu.ʧi,
xu.'ʧi,
xu.ʧu,
xu.'ʧu,
xu.ʧe,
xu.'ʧe,
xu.ʧo,
xu.'ʧo,
xu.ʝa,
xu.'ʝa,
xu.ʝi,
xu.'ʝi,
xu.ʝu,
xu.'ʝu,
xu.ʝe,
xu.'ʝe,
xu.ʝo,
xu.'ʝo,
xu.wa,
xu.'wa,
xu.wi,
xu.'wi,
xu.wu,
xu.'wu,
xu.we,
xu.'we,
xu.wo,
xu.'wo,
xu.la,
xu.'la,
xu.li,
xu.'li,
xu.lu,
xu.'lu,
xu.le,
xu.'le,
xu.lo,
xu.'lo,
xu.ɾa,1
xu.'ɾa,
xu.ɾi,
xu.'ɾi,
xu.ɾu,
xu.'ɾu,
xu.ɾe,1
xu.'ɾe,1
xu.ɾo,1
xu.'ɾo,1
xe.pa,
xe.'pa,
xe.pi,
xe.'pi,
xe.pu,
xe.'pu,
xe.pe,
xe.'pe,
xe.po,
xe.'po,
xe.ta,
xe.'ta,
xe.ti,
xe.'ti,
xe.tu,
xe.'tu,
xe.te,
xe.'te,
xe.to,
xe.'to,
xe.ka,
xe.'ka,
xe.ki,
xe.'ki,
xe.ku,
xe.'ku,
xe.ke,
xe.'ke,
xe.ko,
xe.'ko,
xe.ba,
xe.'ba,
xe.bi,
xe.'bi,
xe.bu,
xe.'bu,
xe.be,
xe.'be,
xe.bo,
xe.'bo,
xe.da,
xe.'da,
xe.di,
xe.'di,
xe.du,
xe.'du,
xe.de,
xe.'de,
xe.do,
xe.'do,
xe.ga,
xe.'ga,
xe.gi,
xe.'gi,
xe.gu,
xe.'gu,
xe.ge,
xe.'ge,
xe.go,
xe.'go,
xe.fa,1
xe.'fa,
xe.fi,
xe.'fi,
xe.fu,
xe.'fu,
xe.fe,1
xe.'fe,
xe.fo,
xe.'fo,
xe.sa,
xe.'sa,
xe.si,
xe.'si,
xe.su,
xe.'su,
xe.se,
xe.'se,
xe.so,
xe.'so,
xe.xa,
xe.'xa,
xe.xi,
xe.'xi,
xe.xu,
xe.'xu,
xe.xe,
xe.'xe,
xe.xo,
xe.'xo,
xe.ma,1
xe.'ma,
xe.mi,
xe.'mi,
xe.mu,
xe.'mu,
xe.me,
xe.'me,
xe.mo,
xe.'mo,
xe.na,
xe.'na,
xe.ni,
xe.'ni,
xe.nu,
xe.'nu,
xe.ne,
xe.'ne,
xe.no,
xe.'no,
xe.ɲa,
xe.'ɲa,
xe.ɲi,
xe.'ɲi,
xe.ɲu,
xe.'ɲu,
xe.ɲe,
xe.'ɲe,
xe.ɲo,
xe.'ɲo,
xe.ra,
xe.'ra,
xe.ri,
xe.'ri,
xe.ru,
xe.'ru,
xe.re,
xe.'re,
xe.ro,
xe.'ro,
xe.ʧa,
xe.'ʧa,
xe.ʧi,
xe.'ʧi,
xe.ʧu,
xe.'ʧu,
xe.ʧe,
xe.'ʧe,
xe.ʧo,
xe.'ʧo,
xe.ʝa,
xe.'ʝa,
xe.ʝi,
xe.'ʝi,
xe.ʝu,
xe.'ʝu,
xe.ʝe,
xe.'ʝe,
xe.ʝo,
xe.'ʝo,
xe.wa,
xe.'wa,
xe.wi,
xe.'wi,
xe.wu,
xe.'wu,
xe.we,
xe.'we,
xe.wo,
xe.'wo,
xe.la,
xe.'la,
xe.li,
xe.'li,
xe.lu,
xe.'lu,
xe.le,
xe.'le,
xe.lo,
xe.'lo,
xe.ɾa,
xe.'ɾa,
xe.ɾi,
xe.'ɾi,
xe.ɾu,
xe.'ɾu,
xe.ɾe,
xe.'ɾe,
xe.ɾo,
xe.'ɾo,
xo.pa,
xo.'pa,
xo.pi,
xo.'pi,
xo.pu,
xo.'pu,
xo.pe,
xo.'pe,
xo.po,
xo.'po,
xo.ta,1
xo.'ta,
xo.ti,
xo.'ti,
xo.tu,
xo.'tu,
xo.te,
xo.'te,
xo.to,
xo.'to,
xo.ka,
xo.'ka,
xo.ki,
xo.'ki,
xo.ku,
xo.'ku,
xo.ke,
xo.'ke,
xo.ko,
xo.'ko,
xo.ba,
xo.'ba,
xo.bi,
xo.'bi,
xo.bu,
xo.'bu,
xo.be,
xo.'be,
xo.bo,
xo.'bo,
xo.da,1
xo.'da,
xo.di,
xo.'di,
xo.du,
xo.'du,
xo.de,1
xo.'de,
xo.do,1
xo.'do,
xo.ga,
xo.'ga,
xo.gi,
xo.'gi,
xo.gu,
xo.'gu,
xo.ge,
xo.'ge,
xo.go,
xo.'go,
xo.fa,
xo.'fa,
xo.fi,
xo.'fi,
xo.fu,
xo.'fu,
xo.fe,
xo.'fe,
xo.fo,
xo.'fo,
xo.sa,
xo.'sa,
xo.si,
xo.'si,
xo.su,
xo.'su,
xo.se,
xo.'se,
xo.so,
xo.'so,
xo.xa,
xo.'xa,
xo.xi,
xo.'xi,
xo.xu,
xo.'xu,
xo.xe,
xo.'xe,
xo.xo,
xo.'xo,
xo.ma,
xo.'ma,
xo.mi,
xo.'mi,
xo.mu,
xo.'mu,
xo.me,
xo.'me,
xo.mo,
xo.'mo,
xo.na,
xo.'na,
xo.ni,
xo.'ni,
xo.nu,
xo.'nu,
xo.ne,
xo.'ne,
xo.no,
xo.'no,
xo.ɲa,
xo.'ɲa,
xo.ɲi,
xo.'ɲi,
xo.ɲu,
xo.'ɲu,
xo.ɲe,
xo.'ɲe,
xo.ɲo,
xo.'ɲo,
xo.ra,
xo.'ra,
xo.ri,
xo.'ri,
xo.ru,
xo.'ru,
xo.re,
xo.'re,
xo.ro,
xo.'ro,
xo.ʧa,
xo.'ʧa,
xo.ʧi,
xo.'ʧi,
xo.ʧu,
xo.'ʧu,
xo.ʧe,
xo.'ʧe,
xo.ʧo,
xo.'ʧo,
xo.ʝa,1
xo.'ʝa,
xo.ʝi,
xo.'ʝi,
xo.ʝu,
xo.'ʝu,
xo.ʝe,
xo.'ʝe,
xo.ʝo,
xo.'ʝo,
xo.wa,
xo.'wa,
xo.wi,
xo.'wi,
xo.wu,
xo.'wu,
xo.we,
xo.'we,
xo.wo,
xo.'wo,
xo.la,
xo.'la,
xo.li,
xo.'li,
xo.lu,
xo.'lu,
xo.le,
xo.'le,
xo.lo,
xo.'lo,
xo.ɾa,
xo.'ɾa,
xo.ɾi,
xo.'ɾi,
xo.ɾu,
xo.'ɾu,
xo.ɾe,
xo.'ɾe,
xo.ɾo,
xo.'ɾo,
ma.pa,1
ma.'pa,
ma.pi,
ma.'pi,
ma.pu,
ma.'pu,
ma.pe,
ma.'pe,
ma.po,
ma.'po,
ma.ta,1
ma.'ta,
ma.ti,
ma.'ti,
ma.tu,
ma.'tu,
ma.te,1
ma.'te,1
ma.to,1
ma.'to,1
ma.ka,
ma.'ka,
ma.ki,
ma.'ki,
ma.ku,
ma.'ku,
ma.ke,
ma.'ke,
ma.ko,
ma.'ko,
ma.ba,
ma.'ba,
ma.bi,
ma.'bi,
ma.bu,
ma.'bu,
ma.be,
ma.'be,
ma.bo,
ma.'bo,
ma.da,
ma.'da,
ma.di,
ma.'di,
ma.du,
ma.'du,
ma.de,
ma.'de,
ma.do,
ma.'do,
ma.ga,1
ma.'ga,
ma.gi,
ma.'gi,
ma.gu,
ma.'gu,
ma.ge,
ma.'ge,
ma.go,1
ma.'go,
ma.fa,
ma.'fa,
ma.fi,
ma.'fi,
ma.fu,
ma.'fu,
ma.fe,
ma.'fe,
ma.fo,
ma.'fo,
ma.sa,1
ma.'sa,
ma.si,
ma.'si,
ma.su,
ma.'su,
ma.se,
ma.'se,
ma.so,
ma.'so,
ma.xa,1
ma.'xa,
ma.xi,
ma.'xi,
ma.xu,
ma.'xu,
ma.xe,
ma.'xe,
ma.xo,1
ma.'xo,
ma.ma,1
ma.'ma,1
ma.mi,1
ma.'mi,
ma.mu,
ma.'mu,
ma.me,1
ma.'me,1
ma.mo,1
ma.'mo,1
ma.na,
ma.'na,1
ma.ni,
ma.'ni,
ma.nu,
ma.'nu,
ma.ne,
ma.'ne,
ma.no,1
ma.'no,
ma.ɲa,
ma.'ɲa,
ma.ɲi,
ma.'ɲi,
ma.ɲu,
ma.'ɲu,
ma.ɲe,
ma.'ɲe,
ma.ɲo,
ma.'ɲo,
ma.ra,
ma.'ra,
ma.ri,
ma.'ri,
ma.ru,
ma.'ru,
ma.re,
ma.'re,
ma.ro,
ma.'ro,
ma.ʧa,
ma.'ʧa,
ma.ʧi,
ma.'ʧi,
ma.ʧu,
ma.'ʧu,
ma.ʧe,
ma.'ʧe,
ma.ʧo,1
ma.'ʧo,
ma.ʝa,1
ma.'ʝa,
ma.ʝi,
ma.'ʝi,
ma.ʝu,
ma.'ʝu,
ma.ʝe,
ma.'ʝe,
ma.ʝo,
ma.'ʝo,
ma.wa,
ma.'wa,
ma.wi,
ma.'wi,
ma.wu,
ma.'wu,
ma.we,
ma.'we,
ma.wo,
ma.'wo,
ma.la,1
ma.'la,
ma.li,
ma.'li,
ma.lu,
ma.'lu,
ma.le,
ma.'le,
ma.lo,1
ma.'lo,
ma.ɾa,
ma.'ɾa,
ma.ɾi,
ma.'ɾi,
ma.ɾu,
ma.'ɾu,
ma.ɾe,
ma.'ɾe,
ma.ɾo,
ma.'ɾo,
mi.pa,
mi.'pa,
mi.pi,
mi.'pi,
mi.pu,
mi.'pu,
mi.pe,
mi.'pe,
mi.po,
mi.'po,
mi.ta,
mi.'ta,
mi.ti,
mi.'ti,
mi.tu,
mi.'tu,
mi.te,
mi.'te,
mi.to,1
mi.'to,
mi.ka,1
mi.'ka,
mi.ki,
mi.'ki,
mi.ku,
mi.'ku,
mi.ke,
mi.'ke,
mi.ko,1
mi.'ko,
mi.ba,
mi.'ba,
mi.bi,
mi.'bi,
mi.bu,
mi.'bu,
mi.be,
mi.'be,
mi.bo,
mi.'bo,
mi.da,1
mi.'da,
mi.di,
mi.'di,
mi.du,
mi.'du,
mi.de,1
mi.'de,1
mi.do,1
mi.'do,
mi.ga,1
mi.'ga,
mi.gi,
mi.'gi,
mi.gu,
mi.'gu,
mi.ge,
mi.'ge,
mi.go,
mi.'go,
mi.fa,
mi.'fa,
mi.fi,
mi.'fi,
mi.fu,
mi.'fu,
mi.fe,
mi.'fe,
mi.fo,
mi.'fo,
mi.sa,1
mi.'sa,
mi.si,
mi.'si,
mi.su,
mi.'su,
mi.se,
mi.'se,
mi.so,
mi.'so,
mi.xa,1
mi.'xa,
mi.xi,
mi.'xi,
mi.xu,
mi.'xu,
mi.xe,
mi.'xe,
mi.xo,
mi.'xo,
mi.ma,1
mi.'ma,
mi.mi,
mi.'mi,
mi.mu,
mi.'mu,
mi.me,1
mi.'me,1
mi.mo,1
mi.'mo,1
mi.na,1
mi.'na,
mi.ni,
mi.'ni,
mi.nu,
mi.'nu,
mi.ne,1
mi.'ne,1
mi.no,1
mi.'no,1
mi.ɲa,
mi.'ɲa,
mi.ɲi,
mi.'ɲi,
mi.ɲu,
mi.'ɲu,
mi.ɲe,
mi.'ɲe,
mi.ɲo,
mi.'ɲo,
mi.ra,
mi.'ra,
mi.ri,
mi.'ri,
mi.ru,
mi.'ru,
mi.re,
mi.'re,
mi.ro,
mi.'ro,
mi.ʧa,
mi.'ʧa,
mi.ʧi,
mi.'ʧi,
mi.ʧu,
mi.'ʧu,
mi.ʧe,
mi.'ʧe,
mi.ʧo,
mi.'ʧo,
mi.ʝa,1
mi.'ʝa,
mi.ʝi,
mi.'ʝi,
mi.ʝu,
mi.'ʝu,
mi.ʝe,
mi.'ʝe,
mi.ʝo,
mi.'ʝo,
mi.wa,
mi.'wa,
mi.wi,
mi.'wi,
mi.wu,
mi.'wu,
mi.we,
mi.'we,
mi.wo,
mi.'wo,
mi.la,
mi.'la,
mi.li,
mi.'li,
mi.lu,
mi.'lu,
mi.le,
mi.'le,
mi.lo,
mi.'lo,
mi.ɾa,1
mi.'ɾa,
mi.ɾi,
mi.'ɾi,
mi.ɾu,
mi.'ɾu,
mi.ɾe,1
mi.'ɾe,1
mi.ɾo,1
mi.'ɾo,1
mu.pa,
mu.'pa,
mu.pi,
mu.'pi,
mu.pu,
mu.'pu,
mu.pe,
mu.'pe,
mu.po,
mu.'po,
mu.ta,1
mu.'ta,
mu.ti,
mu.'ti,
mu.tu,
mu.'tu,
mu.te,1
mu.'te,1
mu.to,1
mu.'to,1
mu.ka,
mu.'ka,
mu.ki,
mu.'ki,
mu.ku,
mu.'ku,
mu.ke,
mu.'ke,
mu.ko,
mu.'ko,
mu.ba,
mu.'ba,
mu.bi,
mu.'bi,
mu.bu,
mu.'bu,
mu.be,
mu.'be,
mu.bo,
mu.'bo,
mu.da,1
mu.'da,
mu.di,
mu.'di,
mu.du,
mu.'du,
mu.de,1
mu.'de,1
mu.do,1
mu.'do,1
mu.ga,
mu.'ga,
mu.gi,
mu.'gi,
mu.gu,
mu.'gu,
mu.ge,
mu.'ge,
mu.go,
mu.'go,
mu.fa,
mu.'fa,
mu.fi,
mu.'fi,
mu.fu,
mu.'fu,
mu.fe,
mu.'fe,
mu.fo,
mu.'fo,
mu.sa,1
mu.'sa,
mu.si,
mu.'si,
mu.su,
mu.'su,
mu.se,
mu.'se,
mu.so,
mu.'so,
mu.xa,
mu.'xa,
mu.xi,
mu.'xi,
mu.xu,
mu.'xu,
mu.xe,
mu.'xe,
mu.xo,
mu.'xo,
mu.ma,
mu.'ma,
mu.mi,
mu.'mi,
mu.mu,
mu.'mu,
mu.me,
mu.'me,
mu.mo,
mu.'mo,
mu.na,
mu.'na,
mu.ni,
mu.'ni,
mu.nu,
mu.'nu,
mu.ne,
mu.'ne,
mu.no,
mu.'no,
mu.ɲa,
mu.'ɲa,
mu.ɲi,
mu.'ɲi,
mu.ɲu,
mu.'ɲu,
mu.ɲe,
mu.'ɲe,
mu.ɲo,
mu.'ɲo,
mu.ra,
mu.'ra,
mu.ri,
mu.'ri,
mu.ru,
mu.'ru,
mu.re,
mu.'re,
mu.ro,
mu.'ro,
mu.ʧa,1
mu.'ʧa,
mu.ʧi,
mu.'ʧi,
mu.ʧu,
mu.'ʧu,
mu.ʧe,
mu.'ʧe,
mu.ʧo,1
mu.'ʧo,
mu.ʝa,
mu.'ʝa,
mu.ʝi,
mu.'ʝi,
mu.ʝu,
mu.'ʝu,
mu.ʝe,
mu.'ʝe,
mu.ʝo,
mu.'ʝo,
mu.wa,
mu.'wa,
mu.wi,
mu.'wi,
mu.wu,
mu.'wu,
mu.we,
mu.'we,
mu.wo,
mu.'wo,
mu.la,1
mu.'la,
mu.li,
mu.'li,
mu.lu,
mu.'lu,
mu.le,
mu.'le,
mu.lo,
mu.'lo,
mu.ɾa,1
mu.'ɾa,
mu.ɾi,
mu.'ɾi,
mu.ɾu,
mu.'ɾu,
mu.ɾe,
mu.'ɾe,
mu.ɾo,1
mu.'ɾo,
me.pa,
me.'pa,
me.pi,
me.'pi,
me.pu,
me.'pu,
me.pe,
me.'pe,
me.po,
me.'po,
me.ta,1
me.'ta,
me.ti,
me.'ti,
me.tu,
me.'tu,
me.te,1
me.'te,1
me.to,1
me.'to,
me.ka,1
me.'ka,
me.ki,
me.'ki,
me.ku,
me.'ku,
me.ke,
me.'ke,
me.ko,
me.'ko,
me.ba,
me.'ba,
me.bi,
me.'bi,
me.bu,
me.'bu,
me.be,
me.'be,
me.bo,
me.'bo,
me.da,
me.'da,
me.di,
me.'di,1
me.du,
me.'du,
me.de,
me.'de,
me.do,
me.'do,
me.ga,
me.'ga,
me.gi,
me.'gi,
me.gu,
me.'gu,
me.ge,
me.'ge,
me.go,
me.'go,
me.fa,
me.'fa,
me.fi,
me.'fi,
me.fu,
me.'fu,
me.fe,
me.'fe,
me.fo,
me.'fo,
me.sa,1
me.'sa,
me.si,
me.'si,
me.su,
me.'su,
me.se,
me.'se,
me.so,
me.'so,
me.xa,1
me.'xa,
me.xi,
me.'xi,
me.xu,
me.'xu,
me.xe,
me.'xe,
me.xo,1
me.'xo,
me.ma,
me.'ma,
me.mi,
me.'mi,
me.mu,
me.'mu,
me.me,
me.'me,
me.mo,
me.'mo,
me.na,
me.'na,
me.ni,
me.'ni,
me.nu,
me.'nu,
me.ne,
me.'ne,
me.no,
me.'no,
me.ɲa,
me.'ɲa,
me.ɲi,
me.'ɲi,
me.ɲu,
me.'ɲu,
me.ɲe,
me.'ɲe,
me.ɲo,
me.'ɲo,
me.ra,
me.'ra,
me.ri,
me.'ri,
me.ru,
me.'ru,
me.re,
me.'re,
me.ro,
me.'ro,
me.ʧa,1
me.'ʧa,
me.ʧi,
me.'ʧi,
me.ʧu,
me.'ʧu,
me.ʧe,
me.'ʧe,
me.ʧo,
me.'ʧo,
me.ʝa,1
me.'ʝa,
me.ʝi,
me.'ʝi,
me.ʝu,
me.'ʝu,
me.ʝe,1
me.'ʝe,1
me.ʝo,1
me.'ʝo,1
me.wa,
me.'wa,
me.wi,
me.'wi,
me.wu,
me.'wu,
me.we,
me.'we,
me.wo,
me.'wo,
me.la,
me.'la,
me.li,
me.'li,
me.lu,
me.'lu,
me.le,
me.'le,
me.lo,
me.'lo,
me.ɾa,
me.'ɾa,
me.ɾi,
me.'ɾi,
me.ɾu,
me.'ɾu,
me.ɾe,
me.'ɾe,
me.ɾo,
me.'ɾo,
mo.pa,
mo.'pa,
mo.pi,
mo.'pi,
mo.pu,
mo.'pu,
mo.pe,
mo.'pe,
mo.po,
mo.'po,
mo.ta,1
mo.'ta,
mo.ti,
mo.'ti,
mo.tu,
mo.'tu,
mo.te,1
mo.'te,
mo.to,1
mo.'to,
mo.ka,1
mo.'ka,
mo.ki,
mo.'ki,
mo.ku,
mo.'ku,
mo.ke,
mo.'ke,
mo.ko,1
mo.'ko,
mo.ba,
mo.'ba,
mo.bi,
mo.'bi,
mo.bu,
mo.'bu,
mo.be,
mo.'be,
mo.bo,
mo.'bo,
mo.da,1
mo.'da,
mo.di,
mo.'di,
mo.du,
mo.'du,
mo.de,
mo.'de,
mo.do,1
mo.'do,
mo.ga,
mo.'ga,
mo.gi,
mo.'gi,
mo.gu,
mo.'gu,
mo.ge,
mo.'ge,
mo.go,
mo.'go,
mo.fa,1
mo.'fa,
mo.fi,
mo.'fi,
mo.fu,
mo.'fu,
mo.fe,
mo.'fe,
mo.fo,
mo.'fo,
mo.sa,1
mo.'sa,
mo.si,
mo.'si,
mo.su,
mo.'su,
mo.se,
mo.'se,
mo.so,
mo.'so,
mo.xa,1
mo.'xa,
mo.xi,
mo.'xi,
mo.xu,
mo.'xu,
mo.xe,1
mo.'xe,1
mo.xo,1
mo.'xo,
mo.ma,
mo.'ma,
mo.mi,
mo.'mi,
mo.mu,
mo.'mu,
mo.me,
mo.'me,
mo.mo,
mo.'mo,
mo.na,1
mo.'na,
mo.ni,
mo.'ni,
mo.nu,
mo.'nu,
mo.ne,
mo.'ne,
mo.no,1
mo.'no,
mo.ɲa,
mo.'ɲa,
mo.ɲi,
mo.'ɲi,
mo.ɲu,
mo.'ɲu,
mo.ɲe,
mo.'ɲe,
mo.ɲo,
mo.'ɲo,
mo.ra,
mo.'ra,
mo.ri,
mo.'ri,
mo.ru,
mo.'ru,
mo.re,
mo.'re,
mo.ro,1
mo.'ro,
mo.ʧa,
mo.'ʧa,
mo.ʧi,
mo.'ʧi,
mo.ʧu,
mo.'ʧu,
mo.ʧe,
mo.'ʧe,
mo.ʧo,
mo.'ʧo,
mo.ʝa,
mo.'ʝa,
mo.ʝi,
mo.'ʝi,
mo.ʝu,
mo.'ʝu,
mo.ʝe,
mo.'ʝe,
mo.ʝo,
mo.'ʝo,
mo.wa,
mo.'wa,
mo.wi,
mo.'wi,
mo.wu,
mo.'wu,
mo.we,
mo.'we,
mo.wo,
mo.'wo,
mo.la,1
mo.'la,
mo.li,
mo.'li,
mo.lu,
mo.'lu,
mo.le,
mo.'le,
mo.lo,
mo.'lo,1
mo.ɾa,1
mo.'ɾa,
mo.ɾi,
mo.'ɾi,
mo.ɾu,
mo.'ɾu,
mo.ɾe,
mo.'ɾe,
mo.ɾo,1
mo.'ɾo,
na.pa,
na.'pa,
na.pi,
na.'pi,
na.pu,
na.'pu,
na.pe,
na.'pe,
na.po,
na.'po,
na.ta,1
na.'ta,
na.ti,
na.'ti,
na.tu,
na.'tu,
na.te,
na.'te,
na.to,1
na.'to,
na.ka,
na.'ka,
na.ki,
na.'ki,
na.ku,
na.'ku,
na.ke,
na.'ke,
na.ko,
na.'ko,
na.ba,1
na.'ba,
na.bi,
na.'bi,
na.bu,
na.'bu,
na.be,
na.'be,
na.bo,
na.'bo,1
na.da,1
na.'da,
na.di,
na.'di,
na.du,
na.'du,
na.de,1
na.'de,1
na.do,1
na.'do,1
na.ga,
na.'ga,
na.gi,
na.'gi,
na.gu,
na.'gu,
na.ge,
na.'ge,
na.go,
na.'go,
na.fa,
na.'fa,
na.fi,
na.'fi,
na.fu,
na.'fu,
na.fe,
na.'fe,
na.fo,
na.'fo,
na.sa,1
na.'sa,
na.si,
na.'si,
na.su,
na.'su,
na.se,
na.'se,
na.so,
na.'so,
na.xa,1
na.'xa,
na.xi,
na.'xi,
na.xu,
na.'xu,
na.xe,
na.'xe,
na.xo,
na.'xo,
na.ma,
na.'ma,
na.mi,
na.'mi,
na.mu,
na.'mu,
na.me,
na.'me,
na.mo,
na.'mo,
na.na,1
na.'na,
na.ni,
na.'ni,
na.nu,
na.'nu,
na.ne,
na.'ne,
na.no,
na.'no,
na.ɲa,
na.'ɲa,
na.ɲi,
na.'ɲi,
na.ɲu,
na.'ɲu,
na.ɲe,
na.'ɲe,
na.ɲo,
na.'ɲo,
na.ra,1
na.'ra,
na.ri,
na.'ri,
na.ru,
na.'ru,
na.re,1
na.'re,1
na.ro,1
na.'ro,1
na.ʧa,
na.'ʧa,
na.ʧi,
na.'ʧi,
na.ʧu,
na.'ʧu,
na.ʧe,
na.'ʧe,
na.ʧo,1
na.'ʧo,
na.ʝa,
na.'ʝa,
na.ʝi,
na.'ʝi,
na.ʝu,
na.'ʝu,
na.ʝe,
na.'ʝe,
na.ʝo,
na.'ʝo,
na.wa,
na.'wa,
na.wi,
na.'wi,
na.wu,
na.'wu,
na.we,
na.'we,
na.wo,
na.'wo,
na.la,
na.'la,
na.li,
na.'li,
na.lu,
na.'lu,
na.le,
na.'le,
na.lo,
na.'lo,
na.ɾa,
na.'ɾa,
na.ɾi,
na.'ɾi,
na.ɾu,
na.'ɾu,
na.ɾe,
na.'ɾe,
na.ɾo,
na.'ɾo,
ni.pa,
ni.'pa,
ni.pi,
ni.'pi,
ni.pu,
ni.'pu,
ni.pe,
ni.'pe,
ni.po,
ni.'po,
ni.ta,
ni.'ta,
ni.ti,
ni.'ti,
ni.tu,
ni.'tu,
ni.te,
ni.'te,
ni.to,
ni.'to,
ni.ka,
ni.'ka,
ni.ki,
ni.'ki,
ni.ku,
ni.'ku,
ni.ke,
ni.'ke,
ni.ko,
ni.'ko,
ni.ba,
ni.'ba,
ni.bi,
ni.'bi,
ni.bu,
ni.'bu,
ni.be,
ni.'be,
ni.bo,
ni.'bo,
ni.da,
ni.'da,
ni.di,
ni.'di,
ni.du,
ni.'du,
ni.de,
ni.'de,
ni.do,
ni.'do,
ni.ga,
ni.'ga,
ni.gi,
ni.'gi,
ni.gu,
ni.'gu,
ni.ge,
ni.'ge,
ni.go,
ni.'go,
ni.fa,
ni.'fa,
ni.fi,
ni.'fi,
ni.fu,
ni.'fu,
ni.fe,
ni.'fe,
ni.fo,
ni.'fo,
ni.sa,
ni.'sa,
ni.si,
ni.'si,
ni.su,
ni.'su,
ni.se,
ni.'se,
ni.so,
ni.'so,
ni.xa,
ni.'xa,
ni.xi,
ni.'xi,
ni.xu,
ni.'xu,
ni.xe,
ni.'xe,
ni.xo,
ni.'xo,
ni.ma,
ni.'ma,
ni.mi,
ni.'mi,
ni.mu,
ni.'mu,
ni.me,
ni.'me,
ni.mo,
ni.'mo,
ni.na,
ni.'na,
ni.ni,
ni.'ni,
ni.nu,
ni.'nu,
ni.ne,
ni.'ne,
ni.no,
ni.'no,
ni.ɲa,1
ni.'ɲa,
ni.ɲi,
ni.'ɲi,
ni.ɲu,
ni.'ɲu,
ni.ɲe,
ni.'ɲe,
ni.ɲo,1
ni.'ɲo,
ni.ra,
ni.'ra,
ni.ri,
ni.'ri,
ni.ru,
ni.'ru,
ni.re,
ni.'re,
ni.ro,
ni.'ro,
ni.ʧa,
ni.'ʧa,
ni.ʧi,
ni.'ʧi,
ni.ʧu,
ni.'ʧu,
ni.ʧe,
ni.'ʧe,
ni.ʧo,
ni.'ʧo,
ni.ʝa,
ni.'ʝa,
ni.ʝi,
ni.'ʝi,
ni.ʝu,
ni.'ʝu,
ni.ʝe,
ni.'ʝe,
ni.ʝo,
ni.'ʝo,
ni.wa,
ni.'wa,
ni.wi,
ni.'wi,
ni.wu,
ni.'wu,
ni.we,
ni.'we,
ni.wo,
ni.'wo,
ni.la,
ni.'la,
ni.li,
ni.'li,
ni.lu,
ni.'lu,
ni.le,
ni.'le,
ni.lo,
ni.'lo,
ni.ɾa,
ni.'ɾa,
ni.ɾi,
ni.'ɾi,
ni.ɾu,
ni.'ɾu,
ni.ɾe,
